medium;painter;title;url;year;local_filename;year_unambiguous;Observer;SessionID;FlippedLR;Confidence;Estimates;Duration;Painting CenterXY;Painting size
oil on oak panel;Pieter Brueghel the Elder;The Tower of Babel;https://upload.wikimedia.org/wikipedia/commons/6/67/Pieter_Bruegel_d._%C3%84._075.jpg;1563;Pieter_Bruegel_d._%C3%84._075.jpg;1563;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Turmbau zu Babel, Detail;https://upload.wikimedia.org/wikipedia/commons/0/0b/Pieter_Bruegel_d._%C3%84._077.jpg;1563;Pieter_Bruegel_d._%C3%84._077.jpg;1563;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Turmbau zu Babel, Detail;https://upload.wikimedia.org/wikipedia/commons/2/2d/Pieter_Bruegel_d._%C3%84._078.jpg;1563;Pieter_Bruegel_d._%C3%84._078.jpg;1563;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Turmbau zu Babel, Detail;https://upload.wikimedia.org/wikipedia/commons/f/f0/Pieter_Bruegel_d._%C3%84._081.jpg;1563;Pieter_Bruegel_d._%C3%84._081.jpg;1563;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Turmbau zu Babel, Detail;https://upload.wikimedia.org/wikipedia/commons/9/90/Pieter_Bruegel_d._%C3%84._086.jpg;1563;Pieter_Bruegel_d._%C3%84._086.jpg;1563;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Volkszählung zu Bethlehem;https://upload.wikimedia.org/wikipedia/commons/c/c7/Pieter_Bruegel_d._%C3%84._087.jpg;1566;Pieter_Bruegel_d._%C3%84._087.jpg;1566;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Volkszählung zu Bethlehem;https://upload.wikimedia.org/wikipedia/commons/2/27/Pieter_Bruegel_d._%C3%84._088.jpg;1566;Pieter_Bruegel_d._%C3%84._088.jpg;1566;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Volkszählung zu Bethlehem;https://upload.wikimedia.org/wikipedia/commons/0/0a/Pieter_Bruegel_d._%C3%84._089.jpg;1566;Pieter_Bruegel_d._%C3%84._089.jpg;1566;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Volkszählung zu Bethlehem;https://upload.wikimedia.org/wikipedia/commons/c/c9/Pieter_Bruegel_d._%C3%84._090.jpg;1566;Pieter_Bruegel_d._%C3%84._090.jpg;1566;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Volkszählung zu Bethlehem;https://upload.wikimedia.org/wikipedia/commons/0/06/Pieter_Bruegel_d._%C3%84._091.jpg;1566;Pieter_Bruegel_d._%C3%84._091.jpg;1566;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Volkszählung zu Bethlehem;https://upload.wikimedia.org/wikipedia/commons/7/73/Pieter_Bruegel_d._%C3%84._092.jpg;1566;Pieter_Bruegel_d._%C3%84._092.jpg;1566;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Winterlandscape with skaters and bird trap;https://upload.wikimedia.org/wikipedia/commons/e/ee/Pieter_Bruegel_d._%C3%84._093.jpg;1565;Pieter_Bruegel_d._%C3%84._093.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Winterlandschaft mit Eisläufern und Vogelfalle, Detail;https://upload.wikimedia.org/wikipedia/commons/2/22/Pieter_Bruegel_d._%C3%84._094.jpg;1565;Pieter_Bruegel_d._%C3%84._094.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Zwei Affen;https://upload.wikimedia.org/wikipedia/commons/c/ce/Pieter_Bruegel_d._%C3%84._095.jpg;1562;Pieter_Bruegel_d._%C3%84._095.jpg;1562;KSC94w;2016-02-01-17-50-05;1.0;4.0;[{'Start': (183, 599, 7.302000045776367), 'End': (761, 382, 9.904000043869019)}];13.585000038147;(800.0, 400.0);(941, 800)
oil on panel;Pieter Brueghel the Elder;Zyklus der Monatsbilder, Szene: Der düstere Tag (Monat Februar oder März);https://upload.wikimedia.org/wikipedia/commons/9/9b/Pieter_Bruegel_d._%C3%84._096.jpg;1565;Pieter_Bruegel_d._%C3%84._096.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Zyklus der Monatsbilder, Szene: Der düstere Tag (Monat Februar oder März), Detail;https://upload.wikimedia.org/wikipedia/commons/d/d5/Pieter_Bruegel_d._%C3%84._097.jpg;1565;Pieter_Bruegel_d._%C3%84._097.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Zyklus der Monatsbilder, Szene: Der düstere Tag (Monat Februar oder März), Detail;https://upload.wikimedia.org/wikipedia/commons/a/a4/Pieter_Bruegel_d._%C3%84._098.jpg;1565;Pieter_Bruegel_d._%C3%84._098.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Zyklus der Monatsbilder, Szene: Der düstere Tag (Monat Februar oder März), Detail;https://upload.wikimedia.org/wikipedia/commons/5/53/Pieter_Bruegel_d._%C3%84._099.jpg;1565;Pieter_Bruegel_d._%C3%84._099.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Zyklus der Monatsbilder, Szene: Die Kornernte (Monat August);https://upload.wikimedia.org/wikipedia/commons/4/4c/Pieter_Bruegel_d._%C3%84._100.jpg;1565;Pieter_Bruegel_d._%C3%84._100.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Zyklus der Monatsbilder, Szene: Die Kornernte (Monat August), Detail;https://upload.wikimedia.org/wikipedia/commons/c/cd/Pieter_Bruegel_d._%C3%84._101.jpg;1565;Pieter_Bruegel_d._%C3%84._101.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Zyklus der Monatsbilder, Szene: Die Kornernte (Monat August), Detail;https://upload.wikimedia.org/wikipedia/commons/e/ef/Pieter_Bruegel_d._%C3%84._102.jpg;1565;Pieter_Bruegel_d._%C3%84._102.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Zyklus der Monatsbilder, Szene: Heimkehr der Herde (Monat Oktober oder November);https://upload.wikimedia.org/wikipedia/commons/d/d1/Pieter_Bruegel_d._%C3%84._103.jpg;1565;Pieter_Bruegel_d._%C3%84._103.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Zyklus der Monatsbilder, Szene: Heimkehr der Jäger (Monat Januar);https://upload.wikimedia.org/wikipedia/commons/8/8b/Pieter_Bruegel_d._%C3%84._104.jpg;1565;Pieter_Bruegel_d._%C3%84._104.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Zyklus der Monatsbilder, Szene: Heimkehr der Jäger (Monat Januar), Detail;https://upload.wikimedia.org/wikipedia/commons/a/ad/Pieter_Bruegel_d._%C3%84._105.jpg;1565;Pieter_Bruegel_d._%C3%84._105.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Zyklus der Monatsbilder, Szene: Heimkehr der Jäger (Monat Januar), Detail;https://upload.wikimedia.org/wikipedia/commons/b/b4/Pieter_Bruegel_d._%C3%84._106.jpg;1565;Pieter_Bruegel_d._%C3%84._106.jpg;1565;KSC94w;;;;;;;
oil on panel;Pieter Brueghel the Elder;Bauerntanz;https://upload.wikimedia.org/wikipedia/commons/a/a3/Pieter_Bruegel_the_Elder_014_detail1.jpg;1568;Pieter_Bruegel_the_Elder_014_detail1.jpg;1568;KSC94w;;;;;;;
oil on panel;Pieter Cornelisz. van Slingelandt;Einer jungen Frau reicht eine Alter einen Hahn durchs Fenster;https://upload.wikimedia.org/wikipedia/commons/a/a3/Pieter_Cornelisz_van_Slingelandt_001.jpg;1672-1673;Pieter_Cornelisz_van_Slingelandt_001.jpg;1673;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Der Hinterhof;https://upload.wikimedia.org/wikipedia/commons/c/c2/Pieter_de_Hooch_-_The_Courtyard_of_a_House_in_Delft.jpg;1658;Pieter_de_Hooch_-_The_Courtyard_of_a_House_in_Delft.jpg;1658;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Dame beim Brieflesen;https://upload.wikimedia.org/wikipedia/commons/c/ce/Pieter_de_Hooch_001.jpg;1664;Pieter_de_Hooch_001.jpg;1664;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Woman and a Maid with a pail;https://upload.wikimedia.org/wikipedia/commons/2/25/Pieter_de_Hooch_002.jpg;1660;Pieter_de_Hooch_002.jpg;1660;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;A Company in the Courtyard behind a House;https://upload.wikimedia.org/wikipedia/commons/d/d6/Pieter_de_Hooch_003.jpg;1663-1665;Pieter_de_Hooch_003.jpg;1665;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Die Goldwägerin;https://upload.wikimedia.org/wikipedia/commons/7/78/Pieter_de_Hooch_005.jpg;1664;Pieter_de_Hooch_005.jpg;1664;KSC94w;;;;;;;
oil on panel;Pieter de Hooch;Die Morgentoilette eines jungen Mannes;https://upload.wikimedia.org/wikipedia/commons/a/ac/Pieter_de_Hooch_006.jpg;1655-1657;Pieter_de_Hooch_006.jpg;1657;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Eine Frau und ein Kind auf einer Bleichwiese;https://upload.wikimedia.org/wikipedia/commons/c/cc/Pieter_de_Hooch_008.jpg;1657-1659;Pieter_de_Hooch_008.jpg;1659;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Frau mit zwei Männern beim Trinken und Magd;https://upload.wikimedia.org/wikipedia/commons/6/63/Pieter_de_Hooch_009.jpg;1658;Pieter_de_Hooch_009.jpg;1658;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Frau und Magd in einem Hof;https://upload.wikimedia.org/wikipedia/commons/1/1f/Pieter_de_Hooch_010.jpg;1660-1665;Pieter_de_Hooch_010.jpg;1665;KSC94w;;;;;;;
oil on panel;Pieter de Hooch;Fröhliche Trinker;https://upload.wikimedia.org/wikipedia/commons/2/25/Pieter_de_Hooch_011.jpg;1650;Pieter_de_Hooch_011.jpg;1650;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Hof mit zwei Offizieren und trinkender Frau;https://upload.wikimedia.org/wikipedia/commons/7/7b/Pieter_de_Hooch_012.jpg;1658-1660;Pieter_de_Hooch_012.jpg;1660;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Holländische Familie;https://upload.wikimedia.org/wikipedia/commons/f/fb/Pieter_de_Hooch_013.jpg;1662;Pieter_de_Hooch_013.jpg;1662;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Cardplayers in a Sunlit Room;https://upload.wikimedia.org/wikipedia/commons/4/4d/Pieter_de_Hooch_014.jpg;1658;Pieter_de_Hooch_014.jpg;1658;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Kartenspieler;https://upload.wikimedia.org/wikipedia/commons/d/da/Pieter_de_Hooch_015.jpg;1663-1665;Pieter_de_Hooch_015.jpg;1665;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Mutter an der Wiege;https://upload.wikimedia.org/wikipedia/commons/e/ef/Pieter_de_Hooch_016.jpg;1661-1663;Pieter_de_Hooch_016.jpg;1663;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Mutter an der Wiege;https://upload.wikimedia.org/wikipedia/commons/c/ce/Pieter_de_Hooch_017.jpg;1661-1663;Pieter_de_Hooch_017.jpg;1663;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Porträt einer musizierenden Familie;https://upload.wikimedia.org/wikipedia/commons/7/7c/Pieter_de_Hooch_019.jpg;1663;Pieter_de_Hooch_019.jpg;1663;KSC94w;;;;;;;
oil on canvas;Pieter de Hooch;Suckling Mother and Maid;https://upload.wikimedia.org/wikipedia/commons/a/ad/Pieter_de_Hooch_021.jpg;between 1663 and 1665;Pieter_de_Hooch_021.jpg;1665;KSC94w;;;;;;;
oil on panel;Pieter de Hooch;Tric-Trac-Spieler;https://upload.wikimedia.org/wikipedia/commons/4/42/Pieter_de_Hooch_022.jpg;1652-1654;Pieter_de_Hooch_022.jpg;1654;KSC94w;;;;;;;
oil on panel;Pieter de Hooch;Zwei Frauen mit einem Kind im Hof;https://upload.wikimedia.org/wikipedia/commons/5/5c/Pieter_de_Hooch_023.jpg;1657;Pieter_de_Hooch_023.jpg;1657;KSC94w;;;;;;;
oil on panel;Pieter de Hooch;Zwei zechende Männer und eine Frau unter einer Gartenlaube im Hof;https://upload.wikimedia.org/wikipedia/commons/9/93/Pieter_de_Hooch_024.jpg;1658;Pieter_de_Hooch_024.jpg;1658;KSC94w;;;;;;;
oil on canvas;Pieter de Molijn;Landschaft mit sich unterhaltenden Bauern;https://upload.wikimedia.org/wikipedia/commons/4/4c/Pieter_de_Molyn_001.jpg;1640;Pieter_de_Molyn_001.jpg;1640;KSC94w;;;;;;;
oil on canvas;Pieter de Grebber;Elisa verweigert die Annahme der Geschenke Naemans;https://upload.wikimedia.org/wikipedia/commons/6/6b/Pieter_Fransz._de_Grebber_001.jpg;1637;Pieter_Fransz._de_Grebber_001.jpg;1637;KSC94w;;;;;;;
color on wood;Pieter Huys;Versuchung des Hl. Antonius;https://upload.wikimedia.org/wikipedia/commons/f/f7/Pieter_Huys_-_Versuchung_des_Hl._Antonius.jpg;1577;Pieter_Huys_-_Versuchung_des_Hl._Antonius.jpg;1577;KSC94w;;;;;;;
color on wood;Pieter Jansz. Saenredam;Inneres der St. Jacobskerk in Utrecht;https://upload.wikimedia.org/wikipedia/commons/f/f2/Pieter_Janszoon_Saenredam_001.jpg;1642;Pieter_Janszoon_Saenredam_001.jpg;1642;KSC94w;;;;;;;
color on wood;Pieter Lastman;Abschied Hagars;https://upload.wikimedia.org/wikipedia/commons/2/27/Pieter_Pietersz._Lastman_001.jpg;1612;Pieter_Pietersz._Lastman_001.jpg;1612;KSC94w;;;;;;;
color on canvas;Pieter Lastman;Der Engel und Tobias mit dem Fisch;https://upload.wikimedia.org/wikipedia/commons/d/d6/Pieter_Pietersz._Lastman_002.jpg;1625;Pieter_Pietersz._Lastman_002.jpg;1625;KSC94w;;;;;;;
color on oak panel;Pieter Lastman;Der Engel und Tobias mit dem Fisch;https://upload.wikimedia.org/wikipedia/commons/f/f0/Pieter_Pietersz._Lastman_003.jpg;1625;Pieter_Pietersz._Lastman_003.jpg;1625;KSC94w;;;;;;;
oil on canvas;Pieter Rudolph Kleijn;St. Cloud;https://upload.wikimedia.org/wikipedia/commons/d/d4/Pieter_Rudolph_Kleyn_001.jpg;1809;Pieter_Rudolph_Kleyn_001.jpg;1809;KSC94w;;;;;;;
oil on panel;Pieter Symonsz. Potter;Hirtenjunge und Hirtenmädchen;https://upload.wikimedia.org/wikipedia/commons/2/2f/Pieter_Symonsz._Potter_001.jpg;1650;Pieter_Symonsz._Potter_001.jpg;1650;KSC94w;;;;;;;
oil on oak panel;Pieter van Laer;Landschaft mit Morraspielern;https://upload.wikimedia.org/wikipedia/commons/c/c8/Pieter_van_Laer_001.jpg;first half of 17;Pieter_van_Laer_001.jpg;17;KSC94w;;;;;;;
fresco;Pietro Cavallini;Freskenzyklus mit Jüngstem Gericht in Santa Cecilia in Travestere in Rom, Szene: Jüngstes Gericht, Detail;https://upload.wikimedia.org/wikipedia/commons/0/02/Pietro_Cavallini_001.jpg;1295-1300;Pietro_Cavallini_001.jpg;1300;KSC94w;;;;;;;
fresco;Pietro Cavallini;Freskenzyklus mit Jüngstem Gericht in Santa Cecilia in Travestere in Rom, Szene: Jüngstes Gericht, Detail;https://upload.wikimedia.org/wikipedia/commons/f/f1/Pietro_Cavallini_002.jpg;1295-1300;Pietro_Cavallini_002.jpg;1300;KSC94w;;;;;;;
fresco;Pietro Cavallini;Freskenzyklus mit Jüngstem Gericht in Santa Cecilia in Travestere in Rom, Szene: Jüngstes Gericht, Detail;https://upload.wikimedia.org/wikipedia/commons/9/98/Pietro_Cavallini_003.jpg;1295-1300;Pietro_Cavallini_003.jpg;1300;KSC94w;;;;;;;
fresco;Pietro Cavallini;Freskenzyklus mit Jüngstem Gericht in Santa Cecilia in Travestere in Rom, Szene: Jüngstes Gericht, Detail: Apostel;https://upload.wikimedia.org/wikipedia/commons/1/13/Pietro_Cavallini_004.jpg;1295-1300;Pietro_Cavallini_004.jpg;1300;KSC94w;;;;;;;
fresco;Pietro Cavallini;Freskenzyklus mit Jüngstem Gericht in Santa Cecilia in Travestere in Rom, Szene: Jüngstes Gericht, Detail: Apostel;https://upload.wikimedia.org/wikipedia/commons/a/a2/Pietro_Cavallini_005.jpg;1295-1300;Pietro_Cavallini_005.jpg;1300;KSC94w;;;;;;;
fresco;Pietro Cavallini;Freskenzyklus mit Jüngstem Gericht in Santa Cecilia in Travestere in Rom, Szene: Jüngstes Gericht, Detail: Apostel;https://upload.wikimedia.org/wikipedia/commons/8/8a/Pietro_Cavallini_006.jpg;1295-1300;Pietro_Cavallini_006.jpg;1300;KSC94w;;;;;;;
fresco;Pietro Cavallini;Freskenzyklus mit Jüngstem Gericht in Santa Cecilia in Travestere in Rom, Szene: Jüngstes Gericht, Detail: Christus;https://upload.wikimedia.org/wikipedia/commons/4/42/Pietro_Cavallini_007.jpg;1295-1300;Pietro_Cavallini_007.jpg;1300;KSC94w;;;;;;;
fresco;Pietro Cavallini;Freskenzyklus mit Jüngstem Gericht in Santa Cecilia in Travestere in Rom, Szene: Jüngstes Gericht, Detail: Christus;https://upload.wikimedia.org/wikipedia/commons/a/a9/Pietro_Cavallini_008.jpg;1295-1300;Pietro_Cavallini_008.jpg;1300;KSC94w;;;;;;;
fresco;Pietro Cavallini;Freskenzyklus mit Jüngstem Gericht in Santa Cecilia in Travestere in Rom, Szene: Jüngstes Gericht, Detail: Engel;https://upload.wikimedia.org/wikipedia/commons/c/c0/Pietro_Cavallini_009.jpg;1295-1300;Pietro_Cavallini_009.jpg;1300;KSC94w;;;;;;;
Mosaik;Pietro Cavallini;Mosaiken mit Zyklus von 6 Szenen zum Marienleben in der Absis von Santa Maria Trasteverde in Rom, Szene: Christi Geburt, Detail;https://upload.wikimedia.org/wikipedia/commons/8/8a/Pietro_Cavallini_010.jpg;1291;Pietro_Cavallini_010.jpg;1291;KSC94w;;;;;;;
Mosaik;Cavallini, Pietro;Mosaiken mit Zyklus von 6 Szenen zum Marienleben in der Absis von Santa Maria Trasteverde in Rom, Szene: Geburt der Maria;https://upload.wikimedia.org/wikipedia/commons/1/13/Pietro_Cavallini_011.jpg;um 1291;Pietro_Cavallini_011.jpg;1291;KSC94w;;;;;;;
Mosaik;Pietro Cavallini;Mosaiken mit Zyklus von 6 Szenen zum Marienleben in der Absis von Santa Maria Trasteverde in Rom, Szene: Geburt der Maria, Detail;https://upload.wikimedia.org/wikipedia/commons/f/fb/Pietro_Cavallini_012.jpg;1291;Pietro_Cavallini_012.jpg;1291;KSC94w;;;;;;;
Mosaik;Pietro Cavallini;Mosaiken mit Zyklus von 6 Szenen zum Marienleben in der Absis von Santa Maria Trasteverde in Rom, Szene: Maria Verkündigung;https://upload.wikimedia.org/wikipedia/commons/1/18/Pietro_Cavallini_013.jpg;1291;Pietro_Cavallini_013.jpg;1291;KSC94w;;;;;;;
Mosaik;Pietro Cavallini;Mosaiken mit Zyklus von 6 Szenen zum Marienleben in der Absis von Santa Maria Trasteverde in Rom, Szene: Maria Verkündigung, Detail;https://upload.wikimedia.org/wikipedia/commons/5/5b/Pietro_Cavallini_014.jpg;1291;Pietro_Cavallini_014.jpg;1291;KSC94w;;;;;;;
Mosaik;Pietro Cavallini;Mosaiken mit Zyklus von 6 Szenen zum Marienleben in der Absis von Santa Maria Trasteverde in Rom, Szene: Präsentation des Jesusknaben im Tempel;https://upload.wikimedia.org/wikipedia/commons/2/23/Pietro_Cavallini_015.jpg;1291;Pietro_Cavallini_015.jpg;1291;KSC94w;;;;;;;
Mosaik;Pietro Cavallini;Mosaiken mit Zyklus von 6 Szenen zum Marienleben in der Absis von Santa Maria Trasteverde in Rom, Szene: Präsentation des Jesusknaben im Tempel, Detail;https://upload.wikimedia.org/wikipedia/commons/9/9e/Pietro_Cavallini_016.jpg;1291;Pietro_Cavallini_016.jpg;1291;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Besuch bei einem Lord;https://upload.wikimedia.org/wikipedia/commons/8/8a/Pietro_Longhi_001.jpg;1746;Pietro_Longhi_001.jpg;1746;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Besuch bei einem Lord, Detail;https://upload.wikimedia.org/wikipedia/commons/2/2b/Pietro_Longhi_002.jpg;1746;Pietro_Longhi_002.jpg;1746;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Besuch bei einer Dame;https://upload.wikimedia.org/wikipedia/commons/5/5b/Pietro_Longhi_003.jpg;1746;Pietro_Longhi_003.jpg;1746;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Besuch in der Bibliothek;https://upload.wikimedia.org/wikipedia/commons/e/ed/Pietro_Longhi_004.jpg;1741;Pietro_Longhi_004.jpg;1741;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Lady at the tailor;https://upload.wikimedia.org/wikipedia/commons/1/16/Pietro_Longhi_005.jpg;1760;Pietro_Longhi_005.jpg;1760;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Dame bei der Toilette;https://upload.wikimedia.org/wikipedia/commons/3/31/Pietro_Longhi_006.jpg;1760;Pietro_Longhi_006.jpg;1760;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Das Ehesakrament;https://upload.wikimedia.org/wikipedia/commons/1/19/Pietro_Longhi_007.jpg;1755;Pietro_Longhi_007.jpg;1755;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;The family Concert;https://upload.wikimedia.org/wikipedia/commons/e/e2/Pietro_Longhi_008.jpg;1752;Pietro_Longhi_008.jpg;1752;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Das Rhinozeros;https://upload.wikimedia.org/wikipedia/commons/d/d0/Pietro_Longhi_009.jpg;1751;Pietro_Longhi_009.jpg;1751;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;The Rhinocerous;https://upload.wikimedia.org/wikipedia/commons/0/0c/Pietro_Longhi_010.jpg;1751;Pietro_Longhi_010.jpg;1751;KSC94w;;;;;;;
oil on panel;Pietro Longhi;The hilarious pair;https://upload.wikimedia.org/wikipedia/commons/7/76/Pietro_Longhi_011.jpg;1740;Pietro_Longhi_011.jpg;1740;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Der Apotheker;https://upload.wikimedia.org/wikipedia/commons/2/22/Pietro_Longhi_012.jpg;1752;Pietro_Longhi_012.jpg;1752;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Der Friseur;https://upload.wikimedia.org/wikipedia/commons/4/4c/Pietro_Longhi_013.jpg;1760;Pietro_Longhi_013.jpg;1760;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Der Jäger und die Bäuerinnen;https://upload.wikimedia.org/wikipedia/commons/a/af/Pietro_Longhi_014.jpg;1750;Pietro_Longhi_014.jpg;1750;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Der Scharlatan;https://upload.wikimedia.org/wikipedia/commons/c/c0/Pietro_Longhi_015.jpg;1757;Pietro_Longhi_015.jpg;1757;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Der Schneider;https://upload.wikimedia.org/wikipedia/commons/5/5e/Pietro_Longhi_016.jpg;1741;Pietro_Longhi_016.jpg;1741;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Promenade on horseback;https://upload.wikimedia.org/wikipedia/commons/c/c9/Pietro_Longhi_017.jpg;1752;Pietro_Longhi_017.jpg;1752;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Der Wahrsager;https://upload.wikimedia.org/wikipedia/commons/d/d0/Pietro_Longhi_018.jpg;1750;Pietro_Longhi_018.jpg;1750;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Der Wahrsager;https://upload.wikimedia.org/wikipedia/commons/c/c4/Pietro_Longhi_019.jpg;1750;Pietro_Longhi_019.jpg;1750;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Der Zahnzieher;https://upload.wikimedia.org/wikipedia/commons/2/2f/Pietro_Longhi_020.jpg;second half of 18;Pietro_Longhi_020.jpg;18;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;The Alchemist;https://upload.wikimedia.org/wikipedia/commons/1/1d/Pietro_Longhi_021.jpg;1757;Pietro_Longhi_021.jpg;1757;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Die Furlana;https://upload.wikimedia.org/wikipedia/commons/8/83/Pietro_Longhi_022.jpg;1750;Pietro_Longhi_022.jpg;1750;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Die Geographiestunde;https://upload.wikimedia.org/wikipedia/commons/6/62/Pietro_Longhi_023.jpg;1752;Pietro_Longhi_023.jpg;1752;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Die Löwenbude;https://upload.wikimedia.org/wikipedia/commons/2/2f/Pietro_Longhi_024.jpg;1762;Pietro_Longhi_024.jpg;1762;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Italian:;https://upload.wikimedia.org/wikipedia/commons/9/9f/Pietro_Longhi_025.jpg;1775-1780;Pietro_Longhi_025.jpg;1780;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Italian:;https://upload.wikimedia.org/wikipedia/commons/b/bc/Pietro_Longhi_0250.jpg;1775-1780;Pietro_Longhi_0250.jpg;1780;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Die Neue Welt;https://upload.wikimedia.org/wikipedia/commons/6/6e/Pietro_Longhi_026.jpg;1756;Pietro_Longhi_026.jpg;1756;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Die Ohnmacht;https://upload.wikimedia.org/wikipedia/commons/5/54/Pietro_Longhi_027.jpg;1744;Pietro_Longhi_027.jpg;1744;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Die Polenta;https://upload.wikimedia.org/wikipedia/commons/2/20/Pietro_Longhi_028.jpg;1740;Pietro_Longhi_028.jpg;1740;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Die Putzmacherin;https://upload.wikimedia.org/wikipedia/commons/4/49/Pietro_Longhi_029.jpg;1746;Pietro_Longhi_029.jpg;1746;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Die schlafende Bäuerin;https://upload.wikimedia.org/wikipedia/commons/c/c9/Pietro_Longhi_030.jpg;1750;Pietro_Longhi_030.jpg;1750;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Die Schule der Arbeit;https://upload.wikimedia.org/wikipedia/commons/b/be/Pietro_Longhi_031.jpg;1752;Pietro_Longhi_031.jpg;1752;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Die Spinnerin;https://upload.wikimedia.org/wikipedia/commons/3/3f/Pietro_Longhi_032.jpg;1750;Pietro_Longhi_032.jpg;1750;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Die Taufe;https://upload.wikimedia.org/wikipedia/commons/9/95/Pietro_Longhi_033.jpg;1755;Pietro_Longhi_033.jpg;1755;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;Die Verkäuferin der Essenzen;https://upload.wikimedia.org/wikipedia/commons/0/05/Pietro_Longhi_034.jpg;1756;Pietro_Longhi_034.jpg;1756;KSC94w;;;;;;;
oil on canvas;Pietro Longhi;The temptation;https://upload.wikimedia.org/wikipedia/commons/a/a8/Pietro_Longhi_035.jpg;1750;Pietro_Longhi_035.jpg;1750;KSC94w;;;;;;;
